Date,Actual_Sales,Predicted_Sales
2016-06-17,30.0,27.438253138234618
2016-06-17,48.48,50.45788130924782
2016-06-17,1.68,3.543586123832932
2015-11-24,13.98,16.366563148245163
2015-11-24,25.824,27.98054165701812
2015-11-24,146.73,146.18723997026632
2015-11-24,79.76,87.81902340015337
2015-04-30,213.115,221.12438999272433
2014-12-05,1113.024,1105.6006519999976
2014-12-05,167.968,179.96900095611636
2016-06-04,75.88,76.05455720167313
2016-09-18,4.616,5.891143151446821
2017-09-14,19.05,19.01408723171795
2015-04-26,831.936,826.8382212962908
2015-04-26,97.04,75.17164993325001
2015-04-26,72.784,73.80421075005816
2017-12-09,1.248,1.7011395299081664
2017-12-09,9.708,9.798375318070859
2017-12-09,27.24,53.0927703060246
2014-11-26,19.3,19.307260039682635
2016-06-12,208.16,204.54886466994157
2016-06-12,16.74,18.18779647154726
2014-10-12,14.9,14.246702720716245
2014-10-12,21.39,26.894437067704757
2015-09-03,200.984,199.22462947311308
2017-11-13,230.376,248.63425888286648
2017-05-28,301.96,297.4607268359798
2017-10-26,19.99,20.571283670870603
2017-10-26,6.16,7.584541732014448
2016-04-05,158.368,161.80926459548328
2016-09-17,20.1,19.343896941148746
2016-09-17,73.584,89.12749596621893
2016-09-17,6.48,6.952786639194329
2015-01-31,12.96,13.17546698546928
2015-01-31,53.34,117.66257134478991
2015-01-31,32.96,35.42106416394645
2017-11-06,5.682,5.2906547797379195
2017-11-09,96.53,145.79469766076545
2017-06-17,51.312,52.85042239812201
2016-09-06,77.88,76.99532875820776
2016-08-29,64.624,64.41338966572353
2016-08-29,95.976,104.83998194206937
2016-08-29,1.788,2.1761094959305067
2016-12-01,23.92,24.86646310508539
2015-11-13,238.896,238.56429137254895
2015-11-13,102.36,89.63394934900151
2015-11-13,36.882,35.71898868168115
2017-11-23,74.112,74.3690542348762
2017-11-23,27.992,26.459430891146575
2017-11-23,3.304,6.452002846989826
2015-10-15,339.96,386.927358666666
2017-12-25,41.96,39.790881154563664
2016-11-03,75.96,72.13266399869863
2016-11-03,27.24,29.193819456583686
2014-08-25,40.096,41.61502867963383
2014-08-25,4.72,6.840879042876575
2014-08-25,23.976,21.914572473189672
2014-08-25,130.464,130.61123373118855
2015-03-02,787.53,787.529999999999
2015-04-05,157.794,157.76118000000108
2016-06-12,47.04,52.184668264436276
2016-06-12,30.84,30.684586637361463
2016-06-12,226.56,236.2072942195379
2016-06-12,115.02,113.47932523145883
2016-06-12,68.04,68.59682973015916
2014-12-26,600.558,582.3719200860511
2014-09-20,617.7,617.700000000002
2017-11-05,2.388,3.139229080007929
2017-11-05,243.992,247.5189080017206
2016-11-06,81.424,103.27006982602309
2016-11-06,238.56,208.39379448351363
2017-02-02,59.97,60.05437404149069
2017-02-02,78.304,79.49827123741653
2017-02-02,21.456,22.1115114632228
2016-10-13,20.04,20.515022751217927
2016-10-13,35.44,36.0719000391044
2016-10-13,11.52,12.232934783487027
2016-10-13,4.02,6.190907065988378
2016-10-13,76.176,75.60214236428472
2016-10-13,65.88,70.17274497702186
2016-10-13,43.12,45.88237732450984
2016-09-05,82.8,73.40574335531502
2017-09-18,8.82,8.97153680209848
2017-09-18,10.86,12.173349230196088
2017-09-18,143.7,144.48169864270446
2017-12-22,839.43,838.2746119047569
2015-09-07,671.93,325.28746315840027
2014-10-22,93.888,88.66144769457793
2016-12-05,384.45,384.84855811403315
2016-12-05,149.97,135.40589764552956
2016-12-05,1951.84,1951.8400000000065
2016-12-05,171.55,180.12896510000303
2016-03-13,157.92,158.48731799362258
2016-03-13,203.184,189.7375342853461
2015-05-31,58.38,57.32937099890222
2015-05-31,105.52,105.49526601288012
2015-05-31,80.88,152.09229002214005
2015-05-28,6.63,7.83298777969818
2014-03-01,457.568,458.2261777777772
2016-11-20,14.62,14.629786050800647
2016-11-20,944.93,943.5736608730107
2016-05-11,5.98,6.436510510583919
2015-12-28,54.384,47.54727877618116
2016-11-16,28.4,28.8709533578273
2016-11-07,27.68,27.61724570087998
2014-09-08,9.936,14.786021461622418
2014-09-08,275.928,276.1895916190476
2014-09-08,1740.06,1740.059999999998
2014-09-08,32.064,38.60502644879229
2014-09-08,177.98,177.98000000000098
2014-09-08,143.976,103.83020209708704
2014-08-05,20.94,20.98672323643564
2014-08-05,110.96,110.4629427817461
2014-08-05,340.144,335.9757939201038
2014-09-14,52.448,52.46791400000023
2014-09-14,20.16,19.1620806243664
2017-04-21,97.264,97.2470044444439
2015-11-21,396.802,408.2261474444435
2015-11-21,15.88,16.684827187175795
2015-12-15,3.28,4.815683157058079
2014-12-05,24.816,32.9991188008235
2014-12-05,408.744,408.81962488889127
2014-11-19,503.96,503.3887567460329
2014-11-19,149.95,149.2934296067233
2014-11-19,29.0,28.764208477610282
2016-11-28,7.16,9.305378864731797
2014-08-26,176.8,174.89586883333402
2016-07-16,37.224,57.560737581909926
2016-07-16,20.016,18.270992062406137
2015-10-12,899.136,897.6003496296285
2015-10-12,71.76,72.448794195767
2015-10-12,51.84,52.003223191216165
2015-10-12,626.352,623.616440315754
2015-10-12,19.9,19.71081019336121
2015-10-31,14.28,16.235788467876937
2014-03-21,7.408,8.220618874539259
2014-03-21,6.048,9.949455141039593
2017-11-06,46.26,106.26204873262837
2017-07-06,2.946,3.4740291939363526
2017-07-06,16.056,16.609247211309793
2017-06-24,21.744,19.834357090124772
2014-08-03,218.75,218.75
2014-08-03,2.6,4.100045526015604
2017-12-17,66.284,66.21147955555531
2017-06-03,35.168,37.21669183033035
2017-12-09,444.768,432.54549648088397
2017-12-01,83.92,132.51276239528227
2017-12-01,131.98,129.38529330043073
2017-12-01,15.92,17.5420206228466
2017-12-01,52.29,44.4452833269024
2017-12-01,91.99,70.90471806375325
2015-02-09,20.8,24.426354289338253
2015-01-02,23.68,24.320060372754124
2015-01-02,452.45,388.28214966666565
2015-01-02,62.982,76.10331487309766
2015-01-02,1188.0,1188.0
2015-01-02,89.584,84.15544713624887
2016-10-28,93.06,150.84581855041085
2016-10-28,302.376,280.2432155178737
2015-12-24,5.584,6.736011905205098
2015-12-24,22.704,24.325476756878686
2015-12-24,19.776,18.98266728902423
2015-12-24,72.704,76.4753469421226
2015-12-24,479.988,442.7822799999986
2015-12-24,27.168,16.447588610151854
2015-08-09,2.2,3.740365252736705
2015-08-09,622.45,622.4500000000021
2015-08-09,21.98,26.8924761582294
2015-02-28,161.568,162.19651559362816
2015-02-28,389.696,389.94678512962906
2014-09-13,18.648,17.98022427333414
2017-04-07,233.86,234.0440222222227
2017-04-07,620.6145,620.614499999998
2017-04-07,5.328,5.144285540746107
2017-04-07,258.072,227.67782230789643
2017-04-07,617.976,589.2882171801625
2017-11-12,10.56,11.035848402314807
2016-06-04,25.92,26.45909415586308
2016-06-04,419.68,419.6799999999968
2016-06-04,11.688,11.489863984737541
2016-06-04,31.984,64.67659918300271
2016-06-04,177.225,384.31057722222135
2016-06-04,4.044,4.248392666666674
2016-06-04,7.408,8.95087024798144
2014-06-01,2001.86,2001.8599999999892
2014-06-01,166.72,173.11219516086683
2014-06-01,47.88,49.444691604372885
2014-06-01,1503.25,1600.339193333331
2014-06-01,25.92,26.439717846152675
2016-12-10,321.568,316.68106366063256
2016-09-11,7.61,8.023412636481469
2016-12-10,80.58,123.96074869989563
2016-12-10,361.92,360.6288465020562
2015-11-28,12.132,18.444237977874025
2015-11-28,82.368,83.43096018677136
2015-11-28,53.92,58.931715922059304
2015-11-28,647.904,644.6356250513551
2017-12-01,20.37,23.77612499082171
2017-12-01,221.55,167.06456862605395
2017-12-01,17.52,20.157113085823593
2017-06-08,1.624,2.0326326681701143
2016-06-06,328.224,304.8930144403995
2015-11-10,79.9,82.68505570013777
2017-06-16,14.016,24.53632678775283
2016-01-22,7.56,10.081930142368687
2017-12-09,37.208,57.45437726945421
2017-12-09,57.576,59.51215087348097
2017-12-28,725.84,704.889517460317
2015-07-30,209.93,210.18217222222245
2015-07-30,5.28,11.141006061967424
2015-07-30,10.92,13.119786689241346
2017-09-16,8.82,9.778926016677065
2017-09-16,5.98,5.704862686621675
2017-10-13,11.648,11.712026643936687
2017-10-13,18.176,17.967324787841097
2017-10-13,59.712,67.1030260590266
2017-10-13,24.84,24.12172107194129
2015-09-26,2.08,2.5755114045254612
2015-09-26,1114.4,1114.4000000000017
2015-11-02,1038.84,1038.7555700000016
2015-09-26,141.76,141.33403101919313
2015-09-26,239.8,239.47827116666798
2015-09-26,31.104,30.998943596433982
2016-12-18,254.058,254.05799999999974
2016-12-18,194.528,204.31769107733345
2016-12-18,961.48,961.4800000000025
2016-11-20,19.096,20.104036080090044
2016-11-20,18.496,19.79467609015319
2016-11-20,255.984,288.6116655555556
2016-11-20,86.97,87.52612000000026
2014-12-26,300.416,300.3122266666652
2014-12-26,230.352,234.8746519086476
2014-12-26,218.352,228.3059033333331
2014-12-26,78.6,81.85525611857615
2014-12-26,27.552,26.67084755893489
2016-10-28,32.4,32.87566312301655
2016-10-28,1082.48,950.3016395745502
2016-10-28,56.91,57.84975731383488
2016-10-28,77.6,83.92002117638853
2016-10-28,14.28,14.746496757711784
2017-11-19,219.075,219.21153888888767
2015-05-04,26.8,35.10184329169348
2014-12-30,9.84,9.831899655824614
2014-06-01,45.48,46.677759556784125
2014-06-01,289.2,285.2421887228297
2017-04-15,4.89,7.255542666752402
2016-09-12,15.136,23.570447601236044
2016-09-12,466.768,481.8354016666653
2016-09-12,15.232,16.06783846043431
2016-09-12,6.264,7.953933053965802
2014-09-27,87.54,91.53018902631385
2014-08-09,178.384,194.11844045944085
2014-08-09,15.552,15.79731607820822
2014-12-28,99.136,65.86462637563149
2014-11-04,135.882,135.88200000000003
2014-11-04,275.94,275.8495565079375
2014-11-04,360.0,360.8758588888889
2014-11-04,43.57,112.35774554592508
2014-09-19,7.16,9.522708477125088
2016-04-23,251.52,253.06078804655422
2016-04-23,99.99,98.85967434957641
2017-11-03,15.992,15.277399212907172
2016-08-30,290.898,291.48672132616554
2016-08-30,54.224,44.642658726941946
2016-08-30,786.744,785.6578075555597
2016-08-30,100.24,101.3212792095021
2016-08-30,37.764,36.96653722265499
2016-04-25,82.8,82.01644155502602
2016-04-25,20.724,18.91758190728634
2016-04-25,4.896,5.140370009718359
2015-09-01,4.752,5.642431489298027
2015-09-01,959.984,959.9839999999973
2015-09-01,14.368,15.157060681827161
2014-07-12,7.712,9.696703694184084
2014-07-12,698.352,687.9702958333376
2015-06-22,4.96,10.359837211286829
2014-04-13,17.856,13.022747289057193
2014-04-13,509.97,461.06351333333356
2014-04-13,30.992,31.032353247589473
2014-04-13,71.928,72.39926024723417
2015-12-20,88.8,82.76396124108408
2017-06-15,47.976,59.304962775904
2017-07-08,7.56,9.979033229194913
2017-07-08,24.56,24.691884677006215
2017-07-08,12.96,12.675858149707562
2016-09-01,6.79,7.542260044996283
2016-09-01,24.56,24.733978803990333
2016-09-01,3.048,4.495315498735359
2016-09-01,49.12,48.80767326834452
2016-04-08,388.704,654.9253397142857
2016-04-08,8.26,9.792508393526132
2016-04-08,17.04,19.798493381184016
2016-04-08,34.4,33.80362416031516
2016-04-23,36.24,32.86145815932215
2017-03-08,647.84,646.3403161976885
2017-03-08,20.7,20.910540940937803
2017-09-25,20.7,20.847279452051453
2017-09-25,488.646,486.9195435714267
2017-09-25,5.56,6.456409065008761
2017-09-25,47.12,50.718985590631966
2014-09-24,211.96,209.7964896366911
2016-10-21,23.2,24.252159446255245
2016-10-21,7.36,10.421121056886419
2016-10-21,104.79,143.6912221622393
2016-10-21,1043.92,1044.116138888891
2017-05-29,25.92,26.43387683407376
2017-05-29,53.424,61.15675013541758
2014-07-23,8.16,8.216246723605366
2014-07-23,1023.936,1023.9359999999932
2014-07-23,9.24,5.101552025435139
2014-07-23,479.04,478.5075199999981
2016-09-28,99.136,94.154981087863
2017-08-27,1488.424,1488.4239999999993
2015-04-28,8.652,8.818469269264375
2015-04-28,23.832,47.780320082277086
2015-04-28,12.176,11.914083083796854
2016-10-28,50.96,52.74989135954668
2016-10-28,49.536,50.21229417569787
2015-06-26,41.9,45.344929978573504
2015-11-27,375.4575,375.72319110714363
2015-11-27,83.976,72.21820218011969
2015-12-03,482.34,444.4137066666653
2015-12-03,2.96,4.2549621966972255
2014-11-24,2.624,3.4744756117993227
2017-12-11,23.36,24.341444642137017
2017-12-11,39.98,40.97242859593927
2014-09-21,246.384,240.5105232954019
2014-09-21,1799.97,1799.969999999986
2014-06-07,12.462,12.425237151810492
2017-06-30,75.792,73.36094731800154
2017-10-17,49.96,64.90631972286921
2017-10-17,12.96,13.1758199342283
2015-10-31,70.12,72.4527369599733
2016-09-08,35.952,55.519736410302755
2016-09-08,2396.2656,2396.265600000008
2016-09-08,131.136,196.3049887396996
2016-09-08,57.584,39.42324108276418
2014-12-24,9.568,10.31884460055139
2014-04-16,39.072,53.505329506326355
2017-12-24,35.91,35.291869730570916
2017-12-08,179.95,180.41310494588674
2017-12-08,1199.976,1199.976000000004
2017-12-08,27.15,28.567751614218103
2017-12-08,1004.024,1004.0239999999999
2017-12-08,9.68,10.03248623207141
2017-12-08,28.35,29.025835961391845
2017-12-08,55.98,57.258870855893754
2017-12-08,1336.829,1336.8290000000081
2017-12-08,113.568,121.7676169352308
2017-11-03,139.86,140.81645545211998
2017-11-03,307.136,300.1772326585763
2017-06-24,95.92,92.80607385559108
2016-04-14,383.8,421.30738947830633
2017-11-06,5.78,6.492214794122706
2017-03-04,9.32,10.898570512473729
2017-03-04,15.25,15.193253563829497
2014-06-22,196.752,196.458546666667
2017-10-19,56.56,53.08248154506844
2017-10-19,32.7,147.90966484278283
2017-08-21,866.4,866.4131555555515
2017-11-23,28.4,30.99566005913895
2017-11-23,287.92,288.2452699511587
2014-09-12,69.99,70.12335240740761
2017-10-01,6.672,11.011918155522856
2016-04-15,189.588,189.5880000000013
2016-04-15,408.744,408.6594613333357
2016-04-15,291.96,291.4110831111121
2016-04-15,4.768,37.3631059890264
2016-06-06,714.3,714.1117071428539
2014-12-19,4.812,5.122644761112762
2014-12-19,247.8,245.31491461329108
2016-06-12,1007.979,1007.8914533333302
2016-06-12,313.488,313.5706634814801
2017-09-15,31.872,32.625614593708484
2017-01-20,207.846,210.58106424083803
2016-09-05,12.22,12.278223234234561
2016-09-05,194.94,164.6736758127687
2016-09-05,70.95,114.44428226684228
2016-09-05,91.36,90.89695217328348
2016-09-05,242.94,254.385749819827
2016-09-05,22.05,22.81258127452627
2017-03-20,2.91,9.27790097702513
2016-04-01,59.52,53.34410919450112
2016-04-01,161.94,134.18602557166258
2016-04-01,263.88,260.6664585099913
2016-04-01,30.48,24.628943842758314
2016-04-01,9.84,9.813188739967924
2016-04-01,35.12,36.24433148601851
2017-10-20,284.364,282.71261560317555
2017-10-20,665.408,676.6494143434348
2016-12-13,63.88,67.05856293105886
2014-02-12,129.568,241.41513556043952
2016-09-26,747.558,736.1654770235207
2016-09-26,8.928,11.021200504131658
2015-12-15,103.92,113.57751649724965
2015-12-15,899.91,1100.8238399999987
2015-12-15,51.312,52.68165577959856
2016-04-22,23.56,25.809619275738804
2016-04-22,1272.63,1272.6300000000037
2016-04-22,28.485,28.75919245333962
2016-04-22,185.376,185.25765143980217
2016-04-22,78.272,60.92472160045625
2015-01-17,254.744,254.74400000000014
2017-03-31,205.3328,186.35169898268413
2016-12-16,4.788,4.926965832557177
2015-12-20,55.48,56.06480926567033
2014-11-09,340.92,217.7091635535908
2014-11-09,222.666,372.7994216396634
2014-11-09,703.968,705.669483111107
2014-11-09,92.52,141.55218415557454
2014-11-09,62.65,61.422647180395565
2014-11-09,94.85,95.67316626941182
2016-07-12,95.76,91.08001411190055
2016-10-27,40.2,47.44077138490088
2016-06-26,14.7,19.396180347440165
2016-06-26,704.25,696.4884298391688
2014-10-06,9.09,33.98274424314592
2014-07-22,5.96,6.604265830797133
2014-07-22,159.98,160.25470942502017
2017-06-10,29.6,31.01472048381908
2017-06-10,514.165,514.6986854695756
2017-06-10,279.96,246.67494196572682
2014-06-09,7.992,11.22202692254996
2014-06-09,63.984,62.595179504788796
2014-06-09,70.368,44.34005835569285
2014-09-14,449.15,220.08099271167424
2014-09-14,11.07,12.193469725073143
2016-05-09,93.98,87.85164307412823
2016-03-18,189.882,192.04038883333277
2015-12-27,105.42,114.42462349462029
2016-07-25,119.616,118.26064890438191
2016-07-25,255.76,255.51422972222204
2016-07-25,241.568,239.7226097550048
2016-07-25,69.3,72.08138407620261
2016-05-30,22.62,20.917014356418
2016-05-30,14.952,15.174851543507714
2016-05-30,801.568,799.6732933333327
2016-05-30,2.376,3.3694427985324653
2016-05-30,32.792,32.38094742044032
2017-11-12,15.92,18.395469852991102
2015-03-16,2.74,3.6267340301058697
2015-03-16,8.34,8.627641154252814
2015-03-16,46.74,124.31408203216883
2017-11-26,126.3,127.01564449938942
2017-11-26,38.04,39.327619312861565
2016-10-20,7.152,8.244161303233302
2017-12-21,6.63,7.737025926482196
2017-12-21,5.88,6.659565897800668
2017-01-22,51.45,99.50116625409214
2017-01-22,11.96,12.154740266348222
2017-01-22,1126.02,1097.685280218773
2015-03-22,18.392,26.24773708244911
2015-03-22,129.568,130.50342440513325
2015-03-22,14.112,13.186360482877152
2017-01-23,210.98,210.69434333333467
2016-05-21,55.176,58.51826442949218
2016-05-21,66.26,70.37022961924298
2015-12-26,22.2,22.548993915487117
2017-10-21,683.952,675.0900212938424
2017-10-21,45.696,38.34956885356366
2015-09-03,36.336,70.33359293586796
2015-09-03,666.248,666.3208906666662
2015-09-03,52.512,54.466718437017484
2015-11-07,190.72,190.48325481481555
2017-09-07,47.94,40.33345816053705
2016-05-29,979.95,978.457693492069
2016-05-29,22.75,25.41430239593432
2016-07-10,16.768,90.76452519899127
2017-09-03,42.616,42.46916550531277
2015-12-03,10.752,13.03994645655395
2015-12-07,152.94,149.7094466494794
2015-12-07,283.92,284.91356079364937
2014-02-01,468.9,468.9344999999974
2016-07-14,380.864,385.9420897448097
2015-12-18,646.776,743.672430666667
2014-05-11,58.112,46.560998584527724
2014-05-11,100.792,95.4566149000803
2014-05-11,66.112,66.08407999999986
2017-11-19,41.28,41.317049242201804
2017-11-19,13.36,13.531837627768004
2015-11-15,250.272,193.0084154979854
2015-11-15,11.364,10.946404430019587
2015-11-15,8.72,11.642137710822903
2016-04-15,1121.568,1048.6029074625599
2017-09-11,34.504,32.37038239861532
2017-11-24,10.824,9.256222522838957
2017-06-29,1295.78,1295.7800000000084
2014-03-03,19.456,19.433026791027533
2016-06-10,20.7,20.886175285780993
2016-06-10,1335.68,1335.6799999999942
2016-06-10,32.4,32.86696788834216
2017-11-20,42.6,44.05531699016825
2017-11-20,84.056,82.20696492554963
2014-09-14,13.0,15.630402328482944
2014-09-14,13.128,20.946721144412628
2015-12-07,3.96,5.390482799123783
2015-12-07,2.61,3.925255376269488
2017-12-07,374.376,384.3689169772273
2017-10-01,91.84,92.89129152675044
2017-10-01,81.088,80.63546088914163
2017-10-01,19.44,19.827350414376703
2017-10-01,451.152,399.7001975310083
2017-12-28,72.45,72.87668173591922
2017-12-28,13.96,14.847947320505945
2017-12-28,33.264,34.83720827474722
2017-12-28,14.85,118.95709463309737
2016-11-03,8.82,9.015580325291165
2015-09-18,160.72,161.93624161547476
2015-09-18,19.92,21.23302554209939
2015-09-18,7.3,18.87823186204527
2017-07-20,69.712,79.74499504889981
2017-07-20,8.792,8.784244087301543
2015-09-10,51.52,47.417233939202625
2017-12-01,470.376,465.80685624625806
2017-12-01,105.584,106.00286780203119
2017-12-01,31.152,29.48826475751965
2017-12-01,6.783,7.078536739474125
2017-12-01,406.368,373.2588436373946
2015-07-03,70.98,66.05551555555544
2015-07-03,294.93,334.92669509180126
2016-03-20,84.784,83.07978620542296
2016-03-20,20.736,20.88269907574561
2016-03-20,16.821,16.868131175559288
2016-03-20,10.368,10.687346981694557
2014-01-09,9.344,8.260008611989734
2014-01-09,31.2,34.574054481331636
2014-08-08,76.12,76.41334754442732
2014-08-08,1199.976,1199.976000000004
2014-08-08,445.96,559.6846560393284
2014-08-08,327.76,327.4405271825384
2016-07-14,11.632,13.032120747726186
2016-07-16,143.982,140.2766944244968
2016-07-16,494.376,523.5000460714288
2016-07-16,5.84,11.910020491591194
2014-03-15,142.776,237.56381821850334
2014-03-15,45.696,37.90936153174509
2014-03-15,7.218,7.3687195478245195
2014-03-15,43.188,41.95522000250217
2014-03-15,131.904,131.9638790245702
2014-05-23,3.282,3.835526392048455
2014-05-23,21.168,21.521856431468933
2014-05-23,55.188,51.65281633690216
2016-04-28,369.576,370.3548939938755
2016-04-28,15.712,16.75999490059028
2016-09-11,8.448,8.93995317893209
2016-09-11,728.946,776.1011300000001
2017-11-14,119.94,120.4681213264527
2017-11-14,3.648,4.026033572799663
2017-08-18,40.48,43.632690120130086
2017-08-18,9.94,10.871643912360733
2017-08-18,107.424,103.73259263478143
2017-08-18,37.91,38.33397592408388
2017-08-18,88.02,89.66173322749827
2014-12-26,8.69,9.222836810955737
2015-11-29,301.96,302.0820333333346
2015-11-29,555.21,556.503707460318
2015-11-29,523.48,536.48235594499
2015-11-29,161.82,160.00465566882843
2017-09-15,35.56,37.07303092129277
2017-05-19,97.16,90.59458149866592
2017-12-17,15.24,17.23007756653691
2017-12-17,13.23,13.824204852311125
2016-12-11,243.384,391.92298327018057
2016-12-11,119.8,144.8127500740741
2016-12-11,300.768,295.73856897373327
2017-09-24,17.88,42.30878599957536
2017-09-24,235.944,269.79588525361635
2015-10-04,392.94,386.59434290380125
2016-08-15,18.882,18.38240755846635
2016-08-15,122.328,109.72072189436301
2016-05-20,1049.2,1049.200000000006
2016-05-20,15.424,16.671000638838958
2016-12-18,18.84,18.789160616966267
2017-07-30,330.4,330.7430007697845
2017-07-30,26.25,26.82243045201986
2017-06-10,132.52,133.37743103174574
2017-07-21,6.48,7.039013865068783
2017-12-30,209.3,204.57469188141462
2016-04-01,31.56,29.170083542706244
2016-04-01,30.144,28.278558004662923
2016-12-11,14.8,17.725387838863163
2016-12-11,302.376,282.94977156781863
2016-12-11,316.0,303.95852067604625
2016-10-23,379.4,379.1654811111092
2017-06-19,97.82,97.37234828494822
2017-06-19,103.12,102.88223846025369
2016-08-22,113.552,92.44398660904109
2016-08-22,3.318,3.8696051702490952
2016-08-22,134.288,132.7063747149571
2016-09-19,701.372,181.46163222433873
2016-09-19,2.308,2.6746635866607553
2015-08-24,999.432,999.376029999997
2015-08-24,724.08,723.1461977777736
2015-08-24,918.785,919.0089650000017
2015-08-24,2.724,2.9890362621944644
2016-03-26,459.95,141.36286897292703
2016-11-04,10.74,12.283979909130537
2017-06-08,23.76,22.662513207518405
2017-06-08,85.056,83.64806926196705
2017-06-08,381.576,366.0775962637343
2014-12-24,30.36,33.49718604115274
2017-06-09,23.976,23.906899518314926
2017-06-09,108.925,108.92499999999949
2017-06-09,36.352,33.66755822493111
2017-06-15,19.56,17.05637502990799
2017-12-05,61.44,58.13560847629287
2017-12-05,38.9,37.71352364466104
2017-12-05,99.39,103.62240395584017
2017-03-18,2.688,3.0089653762040953
2017-03-18,27.816,31.015636355434673
2017-03-18,82.524,44.64553592255882
2017-03-18,182.994,182.9939999999992
2016-11-19,14.352,15.611193773512317
2016-11-19,64.96,49.1568940136312
2016-11-19,68.6,98.26467009393151
2017-11-04,167.44,129.1510783938242
2014-07-05,479.97,479.970000000001
2014-07-05,14.62,14.649580341350193
2014-07-05,19.44,19.830699300565982
2017-12-25,191.984,193.94297182110242
2014-06-21,104.01,96.25857132115905
2014-06-21,284.82,284.2949554761917
2014-06-21,36.84,131.53085309567211
2015-03-28,166.24,163.32597325402978
2015-03-28,33.4,33.9870398981348
2015-05-14,198.272,94.21378094462477
2015-05-14,47.36,49.440303258764104
2015-05-14,200.984,198.58584761452724
2015-05-14,97.696,94.26891862780448
2015-05-14,2.696,4.35465058128575
2015-05-14,18.588,18.011976111350762
2015-05-14,4.896,5.131050204116601
2017-09-02,15.072,22.559205192974407
2016-11-04,209.88,194.5160283588661
2015-04-09,369.912,374.2600171666645
2014-09-12,10.368,10.648586590445383
2014-09-12,166.84,165.39147386002398
2014-09-12,15.216,15.36224399510521
2014-12-02,119.96,120.87773277777718
2014-12-02,883.92,887.3916500000053
2014-12-02,46.72,47.9818949202419
2014-04-05,55.48,55.95277124254101
2017-09-03,24.448,26.257289209061238
2017-05-19,281.34,295.0380949365433
2017-05-19,307.98,308.29955158465583
2017-05-19,299.97,300.13480277777853
2014-07-01,19.92,21.468515682159104
2014-01-11,9.94,9.83624581384334
2017-09-24,103.056,103.43427304232831
2014-06-02,59.808,56.334433286535244
2014-06-02,73.32,87.11024953366541
2016-02-13,146.82,147.668495694592
2016-12-15,1652.94,986.3992333333357
2016-12-15,296.37,522.7781826631548
2014-10-07,129.92,143.10084998886114
2016-07-07,45.584,50.334054886580745
2017-09-16,17.568,18.439844399547766
2017-09-16,55.992,56.909365849121954
2016-12-03,182.72,182.328100934003
2016-12-03,400.032,399.2319796666692
2016-12-03,33.63,110.20518734955459
2016-12-03,542.646,541.2220078809514
2016-12-03,6.3,7.673088911238615
2017-01-21,242.94,166.60209241449186
2017-01-21,179.97,181.68335228355048
2017-01-21,99.696,99.59537905513993
2017-01-21,27.936,28.369707877841588
2017-01-21,84.98,84.97999999999963
2017-01-21,18.72,20.74646986797618
2014-09-08,49.98,47.83194083778267
2014-01-04,11.784,12.814674566722745
2014-01-04,272.736,273.742986
2014-01-04,3.54,3.8029271908005673
2016-08-27,51.52,50.56018547818665
